title,excerpt,start_date,views,answers,votes,url
visual studio watch: node not supported,"
            I'm having problem with VS2013 watches. For example a watch that adds two floats is ok but adding a double and a float is not. Why is that and what should be done? 
This is a game project using ...
        ",2015-07-09 04:58:47Z,589,1,7,https://stackoverflow.com/questions/31308483/visual-studio-watch-node-not-supported
Destroying clone destroys all clones,"
            I want to destroy an instance of an object when it is within a particular circular area. The code is as follows:

Collider2D[] overlap = Physics2D.OverlapCircleAll(
    ball.transform.position, 
    (...
        ",2015-05-20 18:32:04Z,603,1,7,https://stackoverflow.com/questions/30357724/destroying-clone-destroys-all-clones
Cannot start iPhone Simulator,"
            I have Unity 5.0.2p1 Personal and Xcode Version 6.3.1 (6D1002).

Here are some steps for anyone hoping to reproduce the problem:
A new blank Unity project
IOS Player Settings > SDK Version : ...
        ",2015-05-18 13:32:25Z,"2,051",1,7,https://stackoverflow.com/questions/30304586/cannot-start-iphone-simulator
Facebook Unity sdk error,"
            I'm getting this error when compiling unity for android using the facebook unity sdk (if I remove the sdk it compiles fine):

Failed to compile resources with the following parameters:
-bootclasspath ""...
        ",2014-10-22 01:52:03Z,"1,985",3,7,https://stackoverflow.com/questions/26499178/facebook-unity-sdk-error
Unity Camera Patch,"
            I've been struggling to get the camera patch sample to work in unity.

I finally succeded to make it work in the editor but for the life of me can't make it work on my samsung galaxy s3(android). 

...
        ",2014-10-20 10:36:43Z,673,0,7,https://stackoverflow.com/questions/26463592/unity-camera-patch
Video encode bug using OnAudioFilterRead data,"
            I'm trying to record Unity game audio to mp4 file by using OnAudioFilterRead function.

function OnAudioFilterRead(var data:float[], var channels:int)
Overview of my solution. 
Step1. Convert data ...
        ",2014-10-01 09:28:17Z,302,0,7,https://stackoverflow.com/questions/26138184/video-encode-bug-using-onaudiofilterread-data
Co-routine Wrapper not executing callback in a timely manner,"
            Okay so I have a pretty good idea of how to use co-routines in Unity3d 
but I want to make a reusable component for deferred execution that allows me to 
take code like this

StartCoroutine(...
        ",2014-08-21 15:14:35Z,159,1,7,https://stackoverflow.com/questions/25429980/co-routine-wrapper-not-executing-callback-in-a-timely-manner
Integrate unity - iPhone project generated from Unity [closed],"
            How to integrate unity - iPhone project generated from Unity in existing iOS Project and launch the unity app .

I have a Unity generated iOS app and I want to integrate that app into my another ...
        ",2013-08-21 19:11:32Z,204,0,7,https://stackoverflow.com/questions/18365722/integrate-unity-iphone-project-generated-from-unity
Video capture on AR (Vuforia) with unity in Android platform,"
            I'm trying to added a video capture function to an AR app.
Basically recording what's happening on the screen, and save it as video (allowing user to share it).
The AR APP is written with the Vuforia-...
        ",2013-07-02 12:44:49Z,"2,931",1,7,https://stackoverflow.com/questions/17425998/video-capture-on-ar-vuforia-with-unity-in-android-platform
Visual Studio Code Tab Key Not Working,"
            I'm using Visual Studio Code as my editor for Unity.
I did a search on google but wasn't able to find anything about my issue.

The issue is simple, pressing tab in the editor does nothing. I'm ...
        ",2016-02-20 05:28:29Z,"3,087",2,6,https://stackoverflow.com/questions/35519538/visual-studio-code-tab-key-not-working
How to get size of parent game object?,"
            I have three child game objects(as you can see in below picture with Red, Pink & Blue). They are child of parent game object Green.

I don't know, how to calculate size of Parent(Green) GameObject?...
        ",2012-08-14 09:30:01Z,"18,511",2,6,https://stackoverflow.com/questions/11949463/how-to-get-size-of-parent-game-object
Unity3d MeshRender,"
            I'm trying to use C# to disable and enable the MeshRender component in Unity3d however I am getting the following error,
  error CS0120: An object reference is required to access non-static member `...
        ",2014-06-15 16:26:02Z,"1,877",14,6,https://stackoverflow.com/questions/24231669/unity3d-meshrender
Unity3D Unsafe code requires the `unsafe' command line option to be specified,"
            i am using Unity3D 4.3 and calling a DLL that i created.
when trying to call the only function it have which is this:

void GetModelReferences(int &nVertices, float * vertices, int &nTriangles,...
        ",2014-07-01 14:30:38Z,"12,704",4,6,https://stackoverflow.com/questions/24512841/unity3d-unsafe-code-requires-the-unsafe-command-line-option-to-be-specified
Getting width of 2d object in unity 3d,"
            I'm using the new 2d tools in Unity3d, and I have a game object with a 2d polygonal collider attached to it. I just want to understand how to get the width of this object! Why is this so difficult? ...
        ",2014-02-27 06:23:38Z,"27,711",2,6,https://stackoverflow.com/questions/22060614/getting-width-of-2d-object-in-unity-3d
How to get rid of “Unknown type name '__declspec'” error in Xcode,"
            I tried to build and run my first project for Google Cardboard in Xcode.

I first encountered something that basically said my signature was incorrect and asked me to sign in so that the computer ...
        ",2016-02-04 04:47:03Z,"5,577",4,6,https://stackoverflow.com/questions/35192700/how-to-get-rid-of-unknown-type-name-declspec-error-in-xcode
How to scroll to a specific element in ScrollRect with Unity UI?,"
            I built a registration form for a mobile game using Unity 5.1.
To do that, I use Unity UI components: ScrollRect + Autolayout (Vertical layout) + Text (labels) + Input Field.
This part works fine.

...
        ",2015-06-10 19:53:17Z,"14,571",3,6,https://stackoverflow.com/questions/30766020/how-to-scroll-to-a-specific-element-in-scrollrect-with-unity-ui
Getting the width of a sprite,"
            I am trying to create a row out of some square sprites I have. So to get the width of these sprites i am using 

tileWidth = (int)tileSet[0].renderer.bounds.size.x;
And then to form the row i am ...
        ",2014-05-08 07:23:05Z,"24,238",2,6,https://stackoverflow.com/questions/23535304/getting-the-width-of-a-sprite
find inactive gameobject by tag in unity3d [duplicate],"
            I have a gameobject which I wish to activate given a certain condition. I gave it a unique tag and I tried using GameObject.FindObjectWithTag(""Tag name""). From what I can tell, this method will only ...
        ",2013-04-23 11:49:32Z,"13,558",3,6,https://stackoverflow.com/questions/16168596/find-inactive-gameobject-by-tag-in-unity3d
What's the difference between a “release” and a “master” in VS?,"
            ""Visual Studio Express 2013 for Windows"" allows me to compile debug, release or master. While the difference between debug and release is known, I've never heard of a master compilation option. What ...
        ",2013-11-21 13:38:52Z,"3,836",2,6,https://stackoverflow.com/questions/20122522/whats-the-difference-between-a-release-and-a-master-in-vs
Iphone 6 plus Simulator work OK Except for Device,"
            I use Xcode 6.3.2 and Unity 5.1.1f1 on my mac mini. Unfortunately, I keep getting the following error message:""dyld`dyld_fatal_error"" in XCode, if I try to run the app on the Iphone6 plus device, then ...
        ",2015-07-01 12:11:13Z,"3,513",2,6,https://stackoverflow.com/questions/31160938/iphone-6-plus-simulator-work-ok-except-for-device
Fade out Unity UI text,"
            When I run the following code on my UI text

Color color = text.color;
color.a -= 1.0f;
text.color = color;
The alpha value of the text is immediately set to 0. How can I simply fade out the text.
        ",2015-01-11 08:13:24Z,"13,847",7,6,https://stackoverflow.com/questions/27885201/fade-out-unity-ui-text
How to make game object transparent in unity,"
            In my game I want to make the player object transparent for 2 seconds by scripting at run time if the player collided with a specific object during the game ... is it possible ?
        ",2013-10-21 07:49:25Z,"39,281",4,6,https://stackoverflow.com/questions/19488850/how-to-make-game-object-transparent-in-unity
Error: You are not allowed to remove the Unity splash screen from your game,"
            I'm trying to run my Unity game in Xcode.
When 'Device SDK' is configured in the Unity iOS player setting, everything is fine. But when I switch to 'Simulator SDK' (to use the iOS simulator), the ...
        ",2015-02-22 13:21:52Z,"5,241",4,6,https://stackoverflow.com/questions/28658272/error-you-are-not-allowed-to-remove-the-unity-splash-screen-from-your-game
how to set a boolean property in unity3d CGprogram shader?,"
            I am writing a shader for unity3d and I want to specify the properties of the shader in i.e like -  

Shader ""GraphicsQuality/MediumScan"" {
Properties {
    _Color (""Main Color"", Color) = (1,1,1,1)
   ...
        ",2013-09-24 17:47:49Z,"8,335",2,6,https://stackoverflow.com/questions/18988555/how-to-set-a-boolean-property-in-unity3d-cgprogram-shader
Firebase Xcode linker command error using Firebase Unity SDK,"
            Firebase Unity SDK 1.1.1.
Unity 5.5.0p4
XCode 8.2.1

When using Authentication and Database from Firebase I get the following error when building the project in XCode :
  Undefined symbols for ...
        ",2017-01-27 14:38:46Z,"3,372",6,6,https://stackoverflow.com/questions/41896479/firebase-xcode-linker-command-error-using-firebase-unity-sdk
