title,excerpt,start_date,votes,status,url
UnityWebRequest Proxy Support / Parity with WWW,"The current bug reported here (https://fogbugz.unity3d.com/default.asp?807081_p6p8jtakhuvskj2s)  was closed, but I did not see an op... ","Oct 11, 2016",123,,https://feedback.unity3d.com/suggestions/unitywebrequest-proxy-support-slash-parity-with-www
Sprite:  Padding option.,"There is no way to set padding around sprites when using ""Sprite.Create()"". Adding this functionnality would greatly improve the exi... ","Mar 30, 2015",123,,https://feedback.unity3d.com/suggestions/sprite-padding-option
Editor: Clickable Stacktrace on Unity Console,"Especially on big games you need to create an abstraction for a Logger, and the problem is that by doing so we lose the double click... ","May 01, 2009",123,,https://feedback.unity3d.com/suggestions/editor-clickable-stacktrace-on-
"UNITY 5 ASSETBUNDLES ADD METHOD ""CREATEFROMFILE(STRING PATH,INT OFFSET)""","In Unity4.x,there was a method ： 
	public static AssetBundle CreateFromFile(string path, int offset) 
I'm sure there were a bunch ... ","Nov 25, 2015",122,Completed,https://feedback.unity3d.com/suggestions/unity-5-assetbundles-add-method-createfromfile-string-path-int-offset-1
Editor: Import assets in parallel,It would be fantastic if Unity used multiple cores when I'm importing multiple assets. I often do an update with the asset server an... ,"Apr 22, 2010",122,,https://feedback.unity3d.com/suggestions/editor-import-assets-in-paralle
"Request for foliage shader with SSS, translucency and AO","What is really missing is a good foliage shader for realistic nature.
It should contain SSS and AO. 

I also plead for putting it... ","Oct 15, 2016",121,,https://feedback.unity3d.com/suggestions/request-for-foliage-shader-with-sss-translucency-and-ao
TouchScreenKeyboard auto-capitalization support,"On mobile development e.g. iOS one can choose between different auto-capitalization modes for the keyboard (none, words, sentences, ... ","Mar 26, 2014",121,,https://feedback.unity3d.com/suggestions/touchscreenkeyboard-auto-capitalization-support
MIDI support in game.,"Unity should be able to play midi files, with different settings, instruments and drums sets. Somehow like GXSCC software.

It would... ","Jun 26, 2012",121,,https://feedback.unity3d.com/suggestions/midi-support-in-game
Multi monitor support,dual or multi monitor support ,"May 30, 2010",121,,https://feedback.unity3d.com/suggestions/multi-monitor-support
UnityGUI: Render GUI to texture,"Think Doom 3 in-game GUI. This can be achieved by doing Texture manipulation at the moment, but we already have a fully featured GUI... ","Apr 15, 2009",121,Completed,https://feedback.unity3d.com/suggestions/unitygui-render-gui-to-texture
Raw Data for Unity Analytics,"Enable developers to download all the data that their project has gathered into a big csv file or an sql image. 
With that data dev... ","Aug 31, 2015",120,Completed,https://feedback.unity3d.com/suggestions/raw-data-for-unity-analytics
Allow different bundle identifiers per platform,"While one usually will want to release on iOS and Android under the same bundle identifier, there are cases where this is simply imp... ","May 27, 2015",120,,https://feedback.unity3d.com/suggestions/allow-different-bundle-identifiers-per-platform
Graphics.DrawMesh and 2d sorting layers,"Hi there Unity Devs,

I am trying to get a graphics.DrawMesh call working with the new 2D sorting layers in our 2D game.  I descri... ","Jan 27, 2014",120,Under review,https://feedback.unity3d.com/suggestions/graphics-dot-drawmesh-and-2d-sorting-layers
Unity support for AAC audio,"AAC is a popular audio formats and with a high compression ratio , the AAC format is mainly divided into three kinds of specificatio... ","Dec 31, 2013",120,,https://feedback.unity3d.com/suggestions/unity-support-for-aac-audio
Mantle support in Unity,Mantle is a new API which provides better performance by getting rid of driver overhead and allowing developers to talk to the hardw... ,"Nov 29, 2013",120,Declined,https://feedback.unity3d.com/suggestions/mantle-support-in-unity
Drag & drop support for Unity3d applications,It would be nice to enable the user to drag & drop files onto your Unity application. Of course that should be configurable from scr... ,"Feb 02, 2012",120,,https://feedback.unity3d.com/suggestions/drag--drop-support-for-unity3d-
Platforms: Steamworks API integration,"now that valve has confirmed that steam will come to the mac, im interested in a way to integrate unity with the valve steamworks ap... ","Mar 09, 2010",120,,https://feedback.unity3d.com/suggestions/platforms-steamworks-api-integr
Access to enable PhysX Visual Debugger,"It would be a really nice feature to give access to enable the PhysX Visual Debugger, at least for PC.

https://developer.nvidia.c... ","Jun 02, 2014",119,,https://feedback.unity3d.com/suggestions/access-to-enable-physx-visual-debugger
Better WebCamTexture,When using WebCamTexture on iOS & Android the camera usually has low resolution and not focuses correctly. This becomes a big proble... ,"Apr 28, 2014",118,,https://feedback.unity3d.com/suggestions/better-webcamtexture
Option to change layer of speed trees in terrain,Currently speed trees are built into the terrain and take on the layer of the terrain.  This prevents us from handling cases where w... ,"Nov 16, 2015",117,,https://feedback.unity3d.com/suggestions/option-to-change-layer-of-speed-trees-in-terrain
Keep the music playing in the background,I'd like to create a cool audio visualizer\mp3 player for iOS and Android. For this the user should be able to leave the app running... ,"Mar 13, 2011",117,,https://feedback.unity3d.com/suggestions/keep-the-music-playing-in-the-ba
Detect Audio Playing in other Apps on Mobile,"Have a way to detect if another application is playing audio.

For iOS you can do this is native code, but on Android the method y... ","Dec 20, 2015",116,,https://feedback.unity3d.com/suggestions/detect-audio-playing-in-other-apps-on-mobile
Give access to atlas png produced with sprite packer,"There are some tools like ImageOptim, ImageAlpha and blurizer which let us compress and optimize size of png significantly. But ther... ","Jun 04, 2015",116,,https://feedback.unity3d.com/suggestions/give-access-to-atlas-png-produced-with-sprite-packer
Fix multiple joystick support (Windows),"After tearing my hair out for 4 days, I've finally come to some conclusions. Multiple joysticks don't work in Unity, at least they d... ","Aug 14, 2011",116,Under review,https://feedback.unity3d.com/suggestions/fix-multiple-joystick-support-w
Vector3 and other structs optimization of operators,"A lot of Unity's Structs' operators can have a massive performance increase, in a very simple way.
In my test script (available her... ","Jun 17, 2017",115,,https://feedback.unity3d.com/suggestions/vector3-and-other-structs-optimization-of-operators
IES Light Support,"As someone working in the lighting and architecture field, I require IES (Illuminating Engineering Society file format) lighting sup... ","Apr 17, 2016",115,,https://feedback.unity3d.com/suggestions/ies-light-support
Smooth NetworkTransform movement - historical interpolation/extrapolation,"Interpolation in the NetworkTransform is currently handled via Lerp, which give jittery movement if packets are received irregularly... ","Aug 13, 2015",115,,https://feedback.unity3d.com/suggestions/smooth-networktransform-movement-historical-interpolation-slash-extrapolation
"Analytics for Consoles (PS4, XB1)","We've love to see Unity Analytics support for consoles, and track what our players are doing there! ","Jul 23, 2015",115,,https://feedback.unity3d.com/suggestions/analytics-for-consoles-ps4-xb1
Fire (audio) events in animation viewer while scrubbing/playing,"We trigger audio using events placed on the animation timeline.

Unfortunately when the animation plays in the editor, those event... ","Sep 17, 2012",115,,https://feedback.unity3d.com/suggestions/fire-audio-events-in-animation
Add an option to set the text of UnityEngine.UI.Text as a character array,"At the moment you can only set text as a string but since strings are immutable in C#, there is actually no way to set set text with... ","Apr 01, 2016",114,,https://feedback.unity3d.com/suggestions/add-an-option-to-set-the-text-of-unityengine-dot-ui-dot-text-as-a-character-array
Request regarding zooming of the VR Camera,"Currently, when ""Virtual Reality Supported"" is enabled, the value of Camera.fieldOfView is overwritten and is replaced by a value th... ","Nov 09, 2016",113,,https://feedback.unity3d.com/suggestions/request-regarding-zooming-of-the-vr-camera
Clear old custom metrics from analytics data,I would like to be able to clear old analytics data / custom metrics. Although it's a good idea to create a separate development pro... ,"Aug 13, 2015",113,Completed,https://feedback.unity3d.com/suggestions/clear-old-custom-metrics-from-analytics-data
Sega Dreamcast as a build platform,"Make a build platform for the best console of all time.

The Sega Dreamcast

http://en.wikipedia.org/wiki/Dreamcast

The dream... ","Apr 02, 2015",113,,https://feedback.unity3d.com/suggestions/sega-dreamcast-as-a-build-platform
Add project setting for default Pixels Per Unit for sprite import and ca...,Currently unity sets the default Pixels Per Unit to 100 for new sprites. Ideally I could set this default so that any added sprite g... ,"Oct 06, 2014",113,,https://feedback.unity3d.com/suggestions/add-project-setting-for-default-pixels-per-unit-for-sprite-import-and-canvas-referencepixelsperunit-etc
a .MovePosition() function with Rigidbody2D,"From the Rigidbody.MovePosition documentation :
If you use MovePosition, the physics engine will trace a straight line path between... ","Nov 15, 2013",113,Completed,https://feedback.unity3d.com/suggestions/a-moveposition-function-with-rigidbody2d
