title,start_date,votes,replies,url
How would you cull a water intersecting a ship when viewing inside?,"Dec 21, 2010 8:10:43 AM",6,2,https://answers.unity3d.com/questions/39086/how-would-you-cull-a-water-intersecting-a-ship-whe.html
Repainting an EditorWindow when it's not the current focus?,"Oct 22, 2015 10:38:31 PM",6,3,https://answers.unity3d.com/questions/38783/repainting-an-editorwindow-when-its-not-the-curren.html
Prevent Rigidbody From Rotating,"Aug 6, 2017 4:53:39 PM",6,3,https://answers.unity3d.com/questions/38542/prevent-rigidbody-from-rotating.html
How can I calculate velocity without using Rigidbody?,"May 6, 2016 6:29:07 AM",6,3,https://answers.unity3d.com/questions/38429/how-can-i-calculate-velocity-without-using-rigidbo.html
How can I zoom out properly within a EditorWindow,"Dec 3, 2016 9:34:52 AM",6,4,https://answers.unity3d.com/questions/38224/how-can-i-zoom-out-properly-within-a-editorwindow.html
How to debug external .net Dlls,"Apr 3, 2016 8:09:25 AM",6,2,https://answers.unity3d.com/questions/37822/how-to-debug-external-net-dlls.html
"So, I've Finished My Game ... Now What?","Feb 20, 2014 9:46:41 PM",6,3,https://answers.unity3d.com/questions/37414/so-ive-finished-my-game-now-what.html
Mechanics of Coroutines,"Aug 25, 2013 1:37:52 AM",6,1,https://answers.unity3d.com/questions/36690/mechanics-of-coroutines.html
Rendering a camera to an Editor Window,"Oct 16, 2015 3:18:31 PM",6,2,https://answers.unity3d.com/questions/36310/rendering-a-camera-to-an-editor-window.html
Painting terrain problem,"Mar 2, 2017 5:39:06 PM",6,12,https://answers.unity3d.com/questions/35897/painting-terrain-problem.html
Music Visualizer?,"Sep 20, 2013 12:57:59 PM",6,6,https://answers.unity3d.com/questions/35380/music-visualizer.html
how to find object using instance ID ( taken from GetInstanceID) ?,"Jan 27, 2015 5:06:37 PM",6,4,https://answers.unity3d.com/questions/34929/how-to-find-object-using-instance-id-taken-from-ge.html
Terrain with multiple splat textures - how can I detect which kind is under my character's location?,"Dec 9, 2015 9:30:18 AM",6,5,https://answers.unity3d.com/questions/34328/terrain-with-multiple-splat-textures-how-can-i-det.html
Rotate object with mouse cursor that slows down on release,"Sep 16, 2017 3:39:21 AM",6,3,https://answers.unity3d.com/questions/34317/rotate-object-with-mouse-cursor-that-slows-down-on.html
how to convert string into numbers in JS,"Aug 18, 2011 7:02:58 PM",6,1,https://answers.unity3d.com/questions/34033/how-to-convert-string-into-numbers-in-js.html
Unity Basic on Steam?,"Sep 22, 2016 5:09:53 AM",6,5,https://answers.unity3d.com/questions/33799/unity-basic-on-steam.html
Is it possible to create a tag programmatically?,"Oct 18, 2016 7:15:45 PM",6,5,https://answers.unity3d.com/questions/33597/is-it-possible-to-create-a-tag-programmatically.html
profiler fps vs. stats fps vs. Time.deltaTime,"Jul 28, 2017 7:35:51 AM",6,3,https://answers.unity3d.com/questions/33369/profiler-fps-vs-stats-fps-vs-timedeltatime.html
How to get names of all available levels,"Jun 14, 2017 8:32:00 PM",6,11,https://answers.unity3d.com/questions/33263/how-to-get-names-of-all-available-levels.html
Repaint on Undo,"Jun 24, 2014 8:41:27 PM",6,5,https://answers.unity3d.com/questions/33065/repaint-on-undo.html
Is it possible to get above 30 FPS on an iOS device?,"Jan 3, 2017 2:03:59 PM",6,5,https://answers.unity3d.com/questions/32841/is-it-possible-to-get-above-30-fps-on-an-ios-devic.html
Best way of rendering a Sword Slash or other Weapon effects?,"Jul 2, 2012 10:46:07 PM",6,3,https://answers.unity3d.com/questions/32662/best-way-of-rendering-a-sword-slash-or-other-weapo.html
"The GUI's GC.collect -- what exactly is it collecting, and when?","Dec 6, 2012 8:57:00 AM",6,3,https://answers.unity3d.com/questions/32596/the-guis-gccollect-what-exactly-is-it-collecting-a.html
Swimming/Underwater,"Aug 8, 2015 10:49:51 AM",6,3,https://answers.unity3d.com/questions/32349/swimmingunderwater.html
Native support for 2D sprites,"Oct 30, 2010 1:28:12 PM",6,3,https://answers.unity3d.com/questions/32174/native-support-for-2d-sprites.html
Wind Forcing on a CharacterController Object,"Oct 31, 2010 8:06:54 PM",6,3,https://answers.unity3d.com/questions/31872/wind-forcing-on-a-charactercontroller-object.html
Taking huge screenshots using camera array?,"Oct 26, 2010 12:20:21 PM",6,3,https://answers.unity3d.com/questions/31547/taking-huge-screenshots-using-camera-array.html
Customizing the Unity Web Player loading screen,"Aug 21, 2014 8:35:40 AM",6,3,https://answers.unity3d.com/questions/30412/customizing-the-unity-web-player-loading-screen.html
When i press play it just pauses right after.,"Jan 7, 2016 10:01:50 PM",6,4,https://answers.unity3d.com/questions/29176/when-i-press-play-it-just-pauses-right-after.html
How do I open an existing project in Unity?,"Feb 20, 2017 10:19:24 AM",6,6,https://answers.unity3d.com/questions/29138/how-do-i-open-an-existing-project-in-unity.html
Override a serialized variable from a parent class?,"Jun 15, 2012 7:39:24 AM",6,3,https://answers.unity3d.com/questions/27016/override-a-serialized-variable-from-a-parent-class.html
Passing parameter with -executeMethod,"Jun 2, 2017 6:46:06 AM",6,3,https://answers.unity3d.com/questions/26906/passing-parameter-with-executemethod.html
How do change the mesh of a game object,"Oct 21, 2013 2:22:41 PM",6,1,https://answers.unity3d.com/questions/26894/how-do-change-the-mesh-of-a-game-object.html
Splitting complex project into multiple projects,"Dec 20, 2012 6:27:05 PM",6,1,https://answers.unity3d.com/questions/26500/splitting-complex-project-into-multiple-projects.html
Changing master view move speed.,"Jan 29, 2016 11:59:10 AM",6,3,https://answers.unity3d.com/questions/26255/changing-master-view-move-speed.html
Programming Wall Climbing,"Mar 3, 2014 9:23:03 AM",6,1,https://answers.unity3d.com/questions/25581/programming-wall-climbing.html
How I can change the speed of a song or sound?,"Jul 15, 2015 10:38:53 AM",6,4,https://answers.unity3d.com/questions/25139/how-i-can-change-the-speed-of-a-song-or-sound.html
Writing .unity files for user level editor,"Aug 16, 2010 12:29:51 AM",6,1,https://answers.unity3d.com/questions/25058/writing-unity-files-for-user-level-editor.html
Path/behave unity 3,"Jul 19, 2011 1:59:47 AM",6,1,https://answers.unity3d.com/questions/24609/pathbehave-unity-3.html
Using the accelerometer to move left and right on one axis,"Mar 23, 2016 1:56:43 PM",6,2,https://answers.unity3d.com/questions/24543/using-the-accelerometer-to-move-left-and-right-on.html
Generic way to get properties on Component?,"Jul 19, 2015 8:35:59 PM",6,3,https://answers.unity3d.com/questions/23388/generic-way-to-get-properties-on-component.html
Struct in JavaScript,"Oct 4, 2015 2:08:15 PM",6,4,https://answers.unity3d.com/questions/23044/struct-in-javascript.html
How do you make ropes?,"Oct 6, 2017 3:11:48 PM",6,5,https://answers.unity3d.com/questions/22550/how-do-you-make-ropes.html
How to check if a point is seeable by a camera,"Mar 22, 2017 11:30:23 PM",6,2,https://answers.unity3d.com/questions/22314/how-to-check-if-a-point-is-seeable-by-a-camera.html
3d textures possible? (cg sampler3D type),"Nov 13, 2011 3:47:58 AM",6,2,https://answers.unity3d.com/questions/21779/3d-textures-possible-cg-sampler3d-type.html
audio.Play() not always playing the entire AudioClip,"Jul 17, 2015 7:01:43 PM",6,5,https://answers.unity3d.com/questions/21708/audioplay-not-always-playing-the-entire-audioclip.html
How should i request a feature?,"Nov 16, 2014 10:52:11 AM",6,1,https://answers.unity3d.com/questions/21224/how-should-i-request-a-feature.html
"""Some objects were not cleaned up when closing the scene""","Nov 19, 2016 2:16:47 PM",6,8,https://answers.unity3d.com/questions/20921/some-objects-were-not-cleaned-up-when-closing-the.html
Coroutine in Editor?,"Oct 28, 2017 5:08:23 PM",6,6,https://answers.unity3d.com/questions/20761/coroutine-in-editor.html
Enums as a dropdown in inspector in C#,"Oct 12, 2012 7:11:39 PM",6,2,https://answers.unity3d.com/questions/20617/enums-as-a-dropdown-in-inspector-in-c.html
Using handles to edit custom classes,"Jul 21, 2014 4:16:50 PM",6,2,https://answers.unity3d.com/questions/20411/using-handles-to-edit-custom-classes.html
Count Down Timer.... (per second),"Jul 12, 2015 12:00:04 PM",6,3,https://answers.unity3d.com/questions/20112/count-down-timer-per-second.html
OnInspectorGUI changes reset when played in editor or building,"Apr 2, 2017 12:32:36 AM",6,2,https://answers.unity3d.com/questions/19749/oninspectorgui-changes-reset-when-played-in-editor.html
Can I contact another user privately via UnityAnswers?,"Aug 21, 2016 2:26:11 PM",6,1,https://answers.unity3d.com/questions/19033/can-i-contact-another-user-privately-via-unityansw.html
Basic aerodynamics questions,"Jun 8, 2010 6:40:50 AM",6,6,https://answers.unity3d.com/questions/18853/basic-aerodynamics-questions.html
How to get Unity to ask what project to load every startup?,"Jul 4, 2014 4:22:52 PM",6,1,https://answers.unity3d.com/questions/18767/how-to-get-unity-to-ask-what-project-to-load-every.html
How does Unity-free source control go wrong,"Jul 18, 2013 9:55:35 PM",6,3,https://answers.unity3d.com/questions/18280/how-does-unity-free-source-control-go-wrong.html
Save/load playerprefs,"Mar 5, 2016 12:52:36 AM",6,2,https://answers.unity3d.com/questions/17873/saveload-playerprefs.html
Any examples of an iphone-like scrollview using unity GUI?,"Mar 15, 2017 3:56:44 PM",6,2,https://answers.unity3d.com/questions/17347/any-examples-of-an-iphone-like-scrollview-using-un.html
building scenes on a vm,"May 14, 2010 3:28:08 PM",6,2,https://answers.unity3d.com/questions/17182/building-scenes-on-a-vm.html
Programmatically Start Play Mode in the Editor,"May 11, 2010 7:16:32 PM",6,1,https://answers.unity3d.com/questions/17128/programmatically-start-play-mode-in-the-editor.html
What happens when you multiply two vectors?,"Dec 12, 2016 5:48:11 PM",6,3,https://answers.unity3d.com/questions/16824/what-happens-when-you-multiply-two-vectors.html
How do I copy complex gameobjects from one project to another?,"Sep 12, 2017 9:57:38 AM",6,3,https://answers.unity3d.com/questions/16422/how-do-i-copy-complex-gameobjects-from-one-project.html
Movie Playback: any way to get around not having Unity Pro?,"Sep 15, 2015 6:52:26 PM",6,3,https://answers.unity3d.com/questions/16296/movie-playback-any-way-to-get-around-not-having-un.html
Unity iPhone - Using the file system in my app/game?,"Apr 22, 2010 9:10:05 AM",6,1,https://answers.unity3d.com/questions/15723/unity-iphone-using-the-file-system-in-my-appgame.html
Coroutine confusion,"Mar 1, 2013 5:28:51 PM",6,2,https://answers.unity3d.com/questions/15499/coroutine-confusion.html
Highlight Selected Unit,"Apr 23, 2014 3:10:03 AM",6,3,https://answers.unity3d.com/questions/15103/highlight-selected-unit.html
How to start coding with AssetPostprocessor?,"Apr 8, 2010 2:28:19 PM",6,2,https://answers.unity3d.com/questions/14703/how-to-start-coding-with-assetpostprocessor.html
Why has Scene View orbit stopped working!?,"Jul 21, 2017 10:25:57 AM",6,10,https://answers.unity3d.com/questions/14699/why-has-scene-view-orbit-stopped-working.html
Creating a video from Unity,"Jul 27, 2017 6:12:30 PM",6,9,https://answers.unity3d.com/questions/14612/creating-a-video-from-unity.html
Editor Crash: Where is Scene Data kept?,"Sep 7, 2015 11:50:30 AM",6,4,https://answers.unity3d.com/questions/13920/editor-crash-where-is-scene-data-kept.html
Accessing RESTful web apis from unity,"Apr 1, 2017 2:09:47 AM",6,6,https://answers.unity3d.com/questions/13848/accessing-restful-web-apis-from-unity.html
"OnPostprocessGameObjectWithUserProperties not working with strings, floats, vectors and enums","Mar 24, 2010 5:14:24 PM",6,1,https://answers.unity3d.com/questions/13764/onpostprocessgameobjectwithuserproperties-not-work.html
Performance differences in UnityGUI versus GuiText/Texture?,"Jul 18, 2013 8:02:00 PM",6,2,https://answers.unity3d.com/questions/13433/performance-differences-in-unitygui-versus-guitext.html
Is a Unity simulation deterministic?,"May 9, 2015 12:33:15 AM",6,4,https://answers.unity3d.com/questions/13264/is-a-unity-simulation-deterministic.html
grab all game objects with a distance of the object?,"Mar 11, 2010 1:38:43 AM",6,1,https://answers.unity3d.com/questions/12879/grab-all-game-objects-with-a-distance-of-the-objec.html
How can I enable and disable a complex gameobject?,"Jul 13, 2013 5:16:19 AM",6,2,https://answers.unity3d.com/questions/12786/how-can-i-enable-and-disable-a-complex-gameobject.html
Open Webpage from Unity3D Game?,"May 23, 2015 4:52:48 PM",6,6,https://answers.unity3d.com/questions/12618/open-webpage-from-unity3d-game.html
3d Text rendering over scene objetcs,"Jan 2, 2017 9:53:26 PM",6,4,https://answers.unity3d.com/questions/12576/3d-text-rendering-over-scene-objetcs.html
Checklist in preparing a game for public release.,"Mar 24, 2010 4:49:48 PM",6,2,https://answers.unity3d.com/questions/12522/checklist-in-preparing-a-game-for-public-release.html
How to let a GameObject or Camera follow a path?,"Feb 9, 2014 3:33:21 PM",6,7,https://answers.unity3d.com/questions/12399/how-to-let-a-gameobject-or-camera-follow-a-path.html
How can I reference a prefab from a gameobject instance of it.,"Apr 21, 2017 1:37:06 PM",6,5,https://answers.unity3d.com/questions/12302/how-can-i-reference-a-prefab-from-a-gameobject-ins.html
Force feedback or haptic devices support?,"Jun 30, 2012 5:53:12 PM",6,3,https://answers.unity3d.com/questions/11991/force-feedback-or-haptic-devices-support.html
First Person Shooter - How to change color of enemy red or green if it's in or out of range?,"Sep 26, 2017 4:33:31 AM",6,1,https://answers.unity3d.com/questions/11632/first-person-shooter-how-to-change-color-of-enemy.html
How do I use 'for' to create loops in my script (and what is ! for?),"May 2, 2012 8:42:47 AM",6,2,https://answers.unity3d.com/questions/11547/how-do-i-use-for-to-create-loops-in-my-script-and.html
Footstep sounds when walking,"Dec 30, 2015 3:37:59 PM",6,7,https://answers.unity3d.com/questions/11486/footstep-sounds-when-walking.html
Will Boo be supported on Unity iPhone in the future?,"Aug 27, 2011 5:57:40 PM",6,2,https://answers.unity3d.com/questions/11301/will-boo-be-supported-on-unity-iphone-in-the-futur.html
is it possible to hack/decode asset files?,"Jul 31, 2014 1:12:45 AM",6,5,https://answers.unity3d.com/questions/10879/is-it-possible-to-hackdecode-asset-files.html
Does Unity have an equivalent to browser cookies or Flash sharedObjects to save data?,"Jan 27, 2010 10:53:21 AM",6,1,https://answers.unity3d.com/questions/10688/does-unity-have-an-equivalent-to-browser-cookies-o.html
How do I make a good smoke particle effect?,"Dec 30, 2015 9:27:51 PM",6,2,https://answers.unity3d.com/questions/10596/how-do-i-make-a-good-smoke-particle-effect.html
What are the implications of re-writing or porting a game to the iPhone?,"Apr 8, 2010 7:54:11 PM",6,2,https://answers.unity3d.com/questions/10016/what-are-the-implications-of-re-writing-or-porting.html
Which getters are hiding expensive side-effects?,"Jan 13, 2015 12:44:34 AM",6,2,https://answers.unity3d.com/questions/9893/which-getters-are-hiding-expensive-side-effects.html
"What, exactly, in a shader, stops batching from happening?","Jan 10, 2010 6:57:55 AM",6,2,https://answers.unity3d.com/questions/9857/what-exactly-in-a-shader-stops-batching-from-happe.html
How can multiple GameObjects using the same script share information?,"Feb 17, 2010 2:36:13 PM",6,1,https://answers.unity3d.com/questions/9538/how-can-multiple-gameobjects-using-the-same-script.html
