title,excerpt,start_date,votes,status,url
Entering Play mode for the first time also launches adb.exe which locks ...,"Android development kit is required for reproduction.

Steps to reproduce:
1. Open any project
2. Start entering play mode.
3. adb.e... ","Nov 25, 2013",43,Fixed,https://issuetracker.unity3d.com/issues/entering-play-mode-for-the-first-time-also-launches-adb-dot-exe
"[Performance] Shuriken particle system module ""Limit velocity over lifet...","Reproduced with:
Unity Version 4.3.4f1 (e444f76e01cd) ","May 06, 2014",34,Fixed,https://issuetracker.unity3d.com/issues/shuriken-particle-system-module-limit-velocity-over-lifetime-is-fps-dependent
Texture2D.alphaIsTransparency API is editor-only but lives in UnityEngin...,"-e: Using Texture2D.alphaIsTransparency in a script causes the build to fail with the following error:

error CS1061: Type `UnityEng... ","May 10, 2015",19,Active,https://issuetracker.unity3d.com/issues/texture2d-dot-alphaistransparency-causes-build-to-fail
Changing Animator.runtimeAnimatorController while running crashes editor,"To reproduce:
1. Open project, open scene ""test"", press ""Load animation"" button.
Notice nothing happens.
2. Uncomment line 40 in Run... ","Sep 28, 2015",16,Fixed,https://issuetracker.unity3d.com/issues/changing-animator-dot-runtimeanimatorcontroller-while-running-crashes-editor-1
[iOS] Push Notifications not Enabled in Xcode Project when NotificationS...,"To Reproduce:

1. Build the attached project.
2. Open it in Xcode.
3. Observe that the ""Remote Notifications"" tab is not enabled in ... ","Apr 22, 2016",13,Active,https://issuetracker.unity3d.com/issues/ios-push-notifications-not-enabled-in-xcode-project-when-notificationservices-are-used
Can't alt-tab back to DX11 Standalone,"Can't alt-tab back to DX11 Standalone

Repro:
1. Build and run
2. Start fullscreen
3. Alt Tab to switch to another app.
4. Try to sw... ","Feb 13, 2013",62,Fixed,https://issuetracker.unity3d.com/issues/cant-alt-tab-back-to-dx11-standalone
GPU profiling disabled on nvidia GT 650M gpu,"To reproduce: 
1. Open unity with a computer which has nvidia GT 650M GPU. 
2. Open any project
3. Try profiling GPU

Profiling won'... ","Nov 12, 2013",39,Fixed,https://issuetracker.unity3d.com/issues/gpu-profiling-doesnt-work-on-maveric-nvidia-gt650m
Texture offset properties,"To reproduce:
1. Open the project I've attached
2. Click on the cube
3. Open the animation window
4. See that a curve is in red.

St... ","Nov 29, 2013",36,Fix in review,https://issuetracker.unity3d.com/issues/texture-offset-properties
Unity crashes on StopCoroutine(),"Steps to reproduce:
1. Open the attached project and the scene
2. Click 'Play' button to start polling and then click 'Stop' button
... ","Jun 06, 2014",29,Fix in review,https://issuetracker.unity3d.com/issues/unity-crashes-on-stopcoroutine
"Profiler: memory profiler shows ""unknown"" for amounts >2GB","Memory profiler (both simple & detailed views) shows ""Unknown"" for amounts of memory
that are larger than 2GB. For example, if >2GB ... ","Feb 17, 2015",19,Fix in review,https://issuetracker.unity3d.com/issues/profiler-memory-profiler-shows-unknown-for-amounts-2gb
Dampning does not work for Configurable Joint using AngularXDrive set to..., ,"Mar 20, 2015",18,Fixed,https://issuetracker.unity3d.com/issues/dampning-does-not-work-for-configurable-joint-using-angularxdrive-set-to-position-only-drive-mode
[Linear] Previewing animated material's color for the second time result...,"Steps to reproduce:

1. Open attached project
2. Open scene ""ExampleScene""
3. In hierarchy, doubleclick on ""Quad"" to focus on it
4. ... ","Mar 08, 2016",13,Active,https://issuetracker.unity3d.com/issues/linear-previewing-animated-materials-color-for-the-second-time-results-in-brighter-color-than-initially-set
[Asset Bundle] Unity fails to load the object with script that has the s...,"Reproduction steps:
1) Open attached project ""ABRefBug""
2) Build asset bundles using the menu ""Assets/AssetBundles/Build AssetBundle... ","Mar 16, 2016",13,Fixed,https://issuetracker.unity3d.com/issues/asset-bundle-unity-fails-to-load-a-script-that-has-the-same-name-as-an-assets-in-a-bundle
[iOS] Crash in DrawBuffers() before splash screen with Metal on iOS 10,"Steps to reproduce:
1) Open the last attached project (OC link).
2) Build for iOS with Metal as Graphics API.
3) Run on a device

Th... ","Jul 12, 2016",12,Duplicate,https://issuetracker.unity3d.com/issues/ios-corridor-demo-crashes-in-drawbuffers-before-splash-screen-with-metal-on-ios-10
adb locks Unity editor and the editor starts to hang when trying to clos...,adb locks Unity editor and the editor starts to hang when trying to close it. This is only reproducible in Windows and it is a regre... ,"Nov 05, 2013",35,Fixed,https://issuetracker.unity3d.com/issues/adb-locks-unity-editor-and-the-editor-starts-to-hang-when-trying-to-close-it
Anti aliasing does not work on Android devices,"Anti aliasing does not work on Android devices when the ""8x Multi Sampling"" anti aliasing option is selected in the quality settings... ","Jan 01, 2014",33,Fixed,https://issuetracker.unity3d.com/issues/anti-aliasing-does-not-work-on-android-devices
MonoDevelop fails to fully open from within Unity,"When the JavaScript script file is double-clicked in Unity editor for the first time after restarting computer, MonoDevelop fails to... ","Jan 07, 2014",33,Fixed,https://issuetracker.unity3d.com/issues/monodevelop-fails-to-fully-open-from-within-unity
The old name is still visible while renaming a GameObject in the hierarchy,"This is only reproducible with Unity free.

Reproduced with:
Unity Version 4.5.0f6 (fd4616464986) ","May 30, 2014",26,Fixed,https://issuetracker.unity3d.com/issues/the-old-name-is-still-visible-while-renaming-a-gameobject-in-the-hierarchy
 Unity web player game using Google Chrome will not allow input,"Steps to reproduce:
1. Open the build (build/build.html) with Chrome or build the project to webplayer platform
2. Press 'Run this t... ","Jun 21, 2014",24,Fixed,https://issuetracker.unity3d.com/issues/unity-web-player-game-using-google-chrome-will-not-allow-input
"[iOS] ""Application.Integrate Assets in Background"" is taking up more time",Build and run project for iOS and check the time of Loading.UpdatePreloading->Application.Integrate Assets in the Unity profiler. No... ,"Jul 01, 2014",23,Fixed,https://issuetracker.unity3d.com/issues/ios-application-dot-integrate-assets-in-background-is-taking-up-more-time
m_TransformInfo.localAABB.IsValid when reimporting the example project.,"Steps to reproduce :

- import the UI example project
- reimport all and notice the errors

IsFinite(outDistanceAlongView)
UnityEdit... ","Oct 21, 2014",20,Fixed,https://issuetracker.unity3d.com/issues/m-transforminfo-dot-localaabb-dot-isvalid-when-reimporting-the-example-project
[ImageFx] Deferred + Multi camera + HDR (e.g. weapon cam) makes GlobalFo...,"Multi-camera setups involving deferred shading/lighting and HDR cameras cause image effects on the 1st camera to not be visible.

To... ","Dec 03, 2014",20,Fixed,https://issuetracker.unity3d.com/issues/imagefx-deferred-plus-multi-camera-plus-hdr-e-dot-g-weapon-cam-makes-globalfog-and-other-effects-not-work
[LoadLevel] Ambient GI and reflection probes not loaded if continuous ba...,"Note: This fix is for scenes loaded from asset bundles.

Loading simply in editor still won't load GI, but that's known and will be ... ","Nov 17, 2014",20,Fixed,https://issuetracker.unity3d.com/issues/loadlevel-ambient-gi-and-reflection-probes-not-loaded-if-continuous-baking-is-used-for-loaded-scene
Method WheelCollider.GetGroundHit and terrain changes causes unity crash,"Sometimes method WheelCollider.GetGroundHit crashes unity if terrain height is changed, I'm still not sure for real cause. 

1. Play... ","Mar 23, 2015",17,Fixed,https://issuetracker.unity3d.com/issues/method-wheelcollider-dot-getgroundhit-and-terrain-changes-causes-unity-crash
[ReflectionProbes] Baked Reflection Probe data does not get reloaded aft...,"How to reproduce:

1. Open attached project
2. Open scene Scenes/test.unity
3. Select the Reflection Probe in the scene and Bake it
... ","Mar 27, 2015",17,Fixed,https://issuetracker.unity3d.com/issues/baked-reflection-probe-data-does-not-get-reloaded-after-closing-and-reopening-editor
[EventSystem] Deactivated UI Elements are picked up by GraphicRaycaster....,"To Reproduce:

1. Run the attached project in Editor.
2. Observe that when you click anywhere in the canvas, GraphicRaycaster.Raycas... ","Apr 02, 2015",17,Fixed,https://issuetracker.unity3d.com/issues/eventsystem-deactivated-ui-elements-are-picked-up-by-graphicraycaster-dot-raycast
[Deferred] Trees created using Tree Creator generate white spots with de...,"Steps to reproduce:

1. Open the attached project
2. Open the 'GM Island' scene
3. Notice the white spots on the trees
4. Switch to ... ","Feb 22, 2015",18,Fixed,https://issuetracker.unity3d.com/issues/deferred-trees-created-using-tree-creator-generate-white-spots-with-deferred-rendering-path
Virtual Reality Supported causes latent performance in build when HMD is..., ,"Jun 30, 2015",16,Duplicate,https://issuetracker.unity3d.com/issues/virtual-reality-supported-causes-latent-performance-in-build-when-hmd-is-not-connected
UI sprite masks do not work in full screen mode in linux , ,"Jan 22, 2015",19,Active,https://issuetracker.unity3d.com/issues/ui-sprite-masks-do-not-work-in-full-screen-mode-in-linux
"[GPUProfiler] ""!query->pending"" errors when doing GPU profiling of Windo...","Steps to reproduce:

1. Open Unity on Windows (DX11 mode);
2. Create new project or open attached one;
3. Go to Build Settings (File... ","Feb 02, 2016",13,Fixed,https://issuetracker.unity3d.com/issues/windows-profiler-gpuusage-weird-errors-are-spammed-in-the-console-when-adding-gpu-profiling-to-standalone-build
[VR] Billboard particles in right eye don't change position after initia...,"Steps to reproduce:
1. Download and open attached project ""ParticleTest.zip""
2. Open scene ""particletest""
3. Make sure VR mode is on... ","Jun 21, 2016",12,Fixed,https://issuetracker.unity3d.com/issues/vr-billboard-particles-in-right-eye-dont-change-position-after-initialization
[iOS] UnityEditor.iOS.Xcode is not referenced in Monodevelop,"Steps to reproduce:
1. Create empty project
2. Create new C# script and open it with Monodevelop
3. Add new reference 'using UnityEd... ","Jun 22, 2016",12,Duplicate,https://issuetracker.unity3d.com/issues/ios-unityeditor-dot-ios-dot-xcode-is-not-referenced-in-monodevelop
Streaming audio is broken,"Could reproduce in Version 4.2.0a1 (e507cb846753)

To reproduce:
- Open attached project and launch ""AudioTest"" scene
- Hit Play
- P... ","Feb 08, 2013",45,Fix in review,https://issuetracker.unity3d.com/issues/streaming-audio-is-broken
A few Gingerbread devices freeze after the app is closed or sent to back...,The device becomes unresponsive after the application is sent to the background by pressing the home button or after it is quit with... ,"Jan 23, 2014",25,Fixed,https://issuetracker.unity3d.com/issues/a-few-gingerbread-devices-freeze-after-the-app-is-closed-or-sent-to-background
Severe lag in animation window in Unity 5.x,"To reproduce: 
1. Open attached project
2. Open TestScene
3. Select any cube in scene
4. Press record in animation 
5. Change rotati... ","Mar 23, 2015",16,Postponed,https://issuetracker.unity3d.com/issues/severe-lag-in-animation-window-in-unity-5-dot-x
[Texture2D] Texture2D.ReadPixels() fails if RenderTexture has anti-alias...,There is a camera which renders to a RenderTexture. If this RenderTexture has anti-aliasing set Texture2D.ReadPixels results into an... ,"Mar 16, 2015",16,Fixed,https://issuetracker.unity3d.com/issues/texture2d-dot-readpixels-fails-if-rendertexture-has-anti-aliasing-set
Bold font .ttf file is not detected properly for certain fonts,"How to reproduce:

1. Open attached project
2. Open scene Scene.unity
3. Try switching between Normal and Bold font style on gameobj... ","Aug 25, 2015",14,Fixed,https://issuetracker.unity3d.com/issues/bold-font-ttf-file-is-not-detected-properly-for-certain-fonts
[Image] Image with Source Image set to 'None' uses the same texture as o...,"Steps to reproduce:

1. Create a new project and import the attached package
2. Open 'ImageSourceNoneBug' scene (Assets/StaticAssets... ","Sep 22, 2015",14,Duplicate,https://issuetracker.unity3d.com/issues/image-image-with-source-image-set-to-none-uses-the-same-texture-as-other-overlapping-image
WheelJoint2D does not parse suspension angle from prefab when Asset Seri...,"To reproduce:
1. Create new project
2. Add new game object to the hierarchy
3. Add WheelJoint2D component to the game object
4. Set ... ","Jan 07, 2016",13,Fixed,https://issuetracker.unity3d.com/issues/wheeljoint2d-does-not-parse-suspension-angle-from-prefab-when-asset-serialization-is-set-to-force-text
Console doesn't have scroll bar for error detail,"Console doesn't have scroll bar for error detail

Although the area for error detail in the Console pane is resizable and scroll-abl... ","Jul 27, 2011",84,Fixed,https://issuetracker.unity3d.com/issues/console-doesnt-have-scroll-bar-for-error-detail
